#YY  MM DD hh mm,WDIR,WSPD,GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,PTDY,TIDE
#yr  mo dy hr mn,degT,m/s,m/s,m,sec,sec,deg,T   hPa,degC,degC,degC,nmi,hPa,ft
2019 04 12 00 06,80,5.7,8.8,MM,MM,MM,MM,1018.5,25.3,26.1,MM,MM,MM,MM
2019 04 12 00 12,80,7.7 1,0.8,MM,MM,MM,MM,1018.5,25,26.1,MM,MM,MM,MM
2019 04 12 00 18,80,5.7,9.8,MM,MM,MM,MM,1018.4,25.4,26.1,MM,MM,MM,MM
2019 04 12 00 24,100,3.6,8.2,MM,MM,MM,MM,1018.3,26,26.1,MM,MM,MM,MM
2019 04 12 00 30,70,6.7,8.2,MM,MM,MM,MM,1018.2,25.2,26.1,MM,MM,MM,MM
2019 04 12 00 36,80,9.3 1,3.9,MM,MM,MM,MM,1018.2,24.8,26.1,MM,MM,MM,MM
2019 04 12 00 42,80,8.2 1,0.3,MM,MM,MM,MM,1018.2,25.1,26.1,MM,MM,MM,MM
2019 04 12 00 48,80,6.7,9.8,MM,MM,MM,MM,1018.2,25.1,26.1,MM,MM,MM,MM
2019 04 12 00 54,70,8.2 1,0.3,MM,MM,MM,MM,1018.1,25.1,26.1,MM,MM,MM,MM
2019 04 12 01 00,80,7.7 1,0.3,MM,MM,MM,MM,1018.1,24.8,26.1,MM,MM,-1.8,MM
2019 04 12 01 06,80,5.7 1,1.3,MM,MM,MM,MM,1018,25,26.1,MM,MM,MM,MM
2019 04 12 01 12,80,6.7,9.8,MM,MM,MM,MM,1018,24.9,26.1,MM,MM,MM,MM
2019 04 12 01 18,70,8.8,9.8,MM,MM,MM,MM,1018,24.5,26.1,MM,MM,MM,MM
2019 04 12 01 24,80,7.2,9.8,MM,MM,MM,MM,1017.9,24.7,26.1,MM,MM,MM,MM
2019 04 12 01 30,90,7.2 1,2.9,MM,MM,MM,MM,1017.8,24.6,26.1,MM,MM,MM,MM
2019 04 12 01 36,90,6.7 1,2.9,MM,MM,MM,MM,1017.9,24.4,26.1,MM,MM,MM,MM
2019 04 12 01 42,90,6.7 1,1.8,MM,MM,MM,MM,1017.9,25.1,26.1,MM,MM,MM,MM
2019 04 12 01 48,90,6.2,9.8,MM,MM,MM,MM,1017.9,25.2,26.1,MM,MM,MM,MM
2019 04 12 01 54,90,4.6,9.3,MM,MM,MM,MM,1018,25.1,26.1,MM,MM,MM,MM
2019 04 12 02 00,70,6.7 1,0.3,MM,MM,MM,MM,1017.8,24.8,26.1,MM,MM,-1.4,MM
2019 04 12 02 06,90,4.6,9.8,MM,MM,MM,MM,1017.8,24.8,26.1,MM,MM,MM,MM
2019 04 12 02 12,80,5.7,7.7,MM,MM,MM,MM,1017.8,24.7,26.1,MM,MM,MM,MM
2019 04 12 02 18,90,5.7,9.3,MM,MM,MM,MM,1017.8,24.9,26.1,MM,MM,MM,MM
2019 04 12 02 24,80,5.1,8.8,MM,MM,MM,MM,1017.6,25,26.1,MM,MM,MM,MM
2019 04 12 02 30,70,8.2 1,1.3,MM,MM,MM,MM,1017.7,24.8,26.1,MM,MM,MM,MM
2019 04 12 02 36,80,7.7 1,0.8,MM,MM,MM,MM,1017.8,24.7,26.1,MM,MM,MM,MM
2019 04 12 02 42,80,6.7,9.8,MM,MM,MM,MM,1017.9,24.8,26.1,MM,MM,MM,MM
2019 04 12 02 48,90,5.1 1,0.3,MM,MM,MM,MM,1018,24.9,26,MM,MM,MM,MM
2019 04 12 02 54,90,5.1,8.2,MM,MM,MM,MM,1018,24.8,26,MM,MM,MM,MM
2019 04 12 03 00,70,6.2,8.8,MM,MM,MM,MM,1017.9,24.7,26,MM,MM,-0.6,MM
2019 04 12 03 06,70,6.7 1,0.3,MM,MM,MM,MM,1017.9,24.7,26,MM,MM,MM,MM
2019 04 12 03 12,70,7.2,9.3,MM,MM,MM,MM,1017.9,24.7,26,MM,MM,MM,MM
2019 04 12 03 18,80,7.2 1,0.3,MM,MM,MM,MM,1017.9,24.7,26,MM,MM,MM,MM
2019 04 12 03 24,80,7.7,9.8,MM,MM,MM,MM,1018,24.7,26,MM,MM,MM,MM
2019 04 12 03 30,70,8.8 1,1.3,MM,MM,MM,MM,1018.1,24.7,26,MM,MM,MM,MM
2019 04 12 03 36,80,7.7 1,0.3,MM,MM,MM,MM,1018.2,24.6,26,MM,MM,MM,MM
2019 04 12 03 42,70,8.8 1,0.8,MM,MM,MM,MM,1018.2,24.5,26,MM,MM,MM,MM
2019 04 12 03 48,80,8.2 1,1.3,MM,MM,MM,MM,1018.2,24.4,26,MM,MM,MM,MM
2019 04 12 03 54,70,8.2 1,0.8,MM,MM,MM,MM,1018.3,24.5,26,MM,MM,MM,MM
2019 04 12 04 00,70,8.2 1,1.8,MM,MM,MM,MM,1018.3,24.3,26,MM,MM,0,MM
2019 04 12 04 06,70,8.2 1,1.8,MM,MM,MM,MM,1018.4,24.3,26,MM,MM,MM,MM
2019 04 12 04 12,80,6.7,9.3,MM,MM,MM,MM,1018.6,24.4,26,MM,MM,MM,MM
2019 04 12 04 18,70,6.2,8.2,MM,MM,MM,MM,1018.7,24.5,26,MM,MM,MM,MM
2019 04 12 04 24,70,7.7 1,0.3,MM,MM,MM,MM,1018.7,24.4,26,MM,MM,MM,MM
2019 04 12 04 30,70,8.2 1,0.8,MM,MM,MM,MM,1018.8,24.3,26,MM,MM,MM,MM
2019 04 12 04 36,70,7.7 1,0.3,MM,MM,MM,MM,1018.9,24.4,25.9,MM,MM,MM,MM
2019 04 12 04 42,70,9.8 1,1.8,MM,MM,MM,MM,1019,24.2,25.9,MM,MM,MM,MM
2019 04 12 04 48,70,9.3 1,0.3,MM,MM,MM,MM,1019.1,24.2,25.9,MM,MM,MM,MM
2019 04 12 04 54,70,7.2,9.8,MM,MM,MM,MM,1019.2,24.4,25.9,MM,MM,MM,MM
2019 04 12 05 00,70,7.2,9.8,MM,MM,MM,MM,1019.3,24.3,25.9,MM,MM,1.5,MM
2019 04 12 05 06,70,8.2 1,1.3,MM,MM,MM,MM,1019.3,24.2,25.9,MM,MM,MM,MM
2019 04 12 05 12,70,7.7 1,0.3,MM,MM,MM,MM,1019.4,24.2,25.9,MM,MM,MM,MM
2019 04 12 05 18,60,6.7 1,0.3,MM,MM,MM,MM,1019.4,24.2,25.9,MM,MM,MM,MM
2019 04 12 05 24,60,7.7,9.3,MM,MM,MM,MM,1019.5,24,25.9,MM,MM,MM,MM
2019 04 12 05 30,70,6.7 1,0.3,MM,MM,MM,MM,1019.6,24,25.9,MM,MM,MM,MM
2019 04 12 05 36,80,5.7,9.3,MM,MM,MM,MM,1019.8,24,25.9,MM,MM,MM,MM
2019 04 12 05 42,90,5.7,8.2,MM,MM,MM,MM,1019.9,23.9,25.9,MM,MM,MM,MM
2019 04 12 05 48,80,6.2,8.8,MM,MM,MM,MM,1019.9,24.1,25.9,MM,MM,MM,MM
2019 04 12 05 54,80,5.7,9.8,MM,MM,MM,MM,1020,24.2,25.9,MM,MM,MM,MM
2019 04 12 06 00,80,6.2,9.3,MM,MM,MM,MM,1020.1,24,25.9,MM,MM,2.2,MM
2019 04 12 06 06,70,6.2,7.7,MM,MM,MM,MM,1020.2,24.2,25.9,MM,MM,MM,MM
2019 04 12 06 12,60,6.2,8.2,MM,MM,MM,MM,1020.3,24.2,25.9,MM,MM,MM,MM
2019 04 12 06 18,70,6.2,9.3,MM,MM,MM,MM,1020.3,24.2,25.9,MM,MM,MM,MM
2019 04 12 06 24,60,5.7,8.8,MM,MM,MM,MM,1020.5,24.1,25.9,MM,MM,MM,MM
2019 04 12 06 30,70,5.1,6.7,MM,MM,MM,MM,1020.5,23.8,25.9,MM,MM,MM,MM
2019 04 12 06 36,80,4.1,7.7,MM,MM,MM,MM,1020.5,24.1,25.9,MM,MM,MM,MM
2019 04 12 06 42,80,5.7,8.8,MM,MM,MM,MM,1020.4,24.4,25.9,MM,MM,MM,MM
2019 04 12 06 48,80,7.2,9.8,MM,MM,MM,MM,1020.5,23.8,25.9,MM,MM,MM,MM
2019 04 12 06 54,70,9.3 1,0.8,MM,MM,MM,MM,1020.6,24.1,25.9,MM,MM,MM,MM
2019 04 12 07 00,80,7.7 1,1.3,MM,MM,MM,MM,1020.7,24.2,25.9,MM,MM,2.4,MM
2019 04 12 07 06,80,7.7 1,0.8,MM,MM,MM,MM,1020.7,24.2,25.9,MM,MM,MM,MM
2019 04 12 07 12,80,7.2,9.3,MM,MM,MM,MM,1020.7,24.2,25.9,MM,MM,MM,MM
2019 04 12 07 18,80,6.7 1,0.8,MM,MM,MM,MM,1020.8,24.2,25.9,MM,MM,MM,MM
2019 04 12 07 24,80,8.2,9.8,MM,MM,MM,MM,1020.7,24.1,25.9,MM,MM,MM,MM
2019 04 12 07 30,70,7.2 1,0.3,MM,MM,MM,MM,1020.8,24.2,25.9,MM,MM,MM,MM
2019 04 12 07 36,80,7.2 1,0.3,MM,MM,MM,MM,1020.7,24.2,25.9,MM,MM,MM,MM
2019 04 12 07 42,70,5.7,7.7,MM,MM,MM,MM,1020.7,24.1,25.9,MM,MM,MM,MM
2019 04 12 07 48,80,4.6,8.2,MM,MM,MM,MM,1020.7,24.1,25.9,MM,MM,MM,MM
2019 04 12 07 54,70,6.7,8.2,MM,MM,MM,MM,1020.6,24.2,25.9,MM,MM,MM,MM
2019 04 12 08 00,60,5.7,8.2,MM,MM,MM,MM,1020.6,24.1,25.9,MM,MM,1.3,MM
2019 04 12 08 06,100,6.2 1,1.3,MM,MM,MM,MM,1020.9,23.7,25.9,MM,MM,MM,MM
2019 04 12 08 12,80,4.1,7.7,MM,MM,MM,MM,1021,22.5,25.9,MM,MM,MM,MM
2019 04 12 08 18,70,5.7,8.8,MM,MM,MM,MM,1021,22.9,25.8,MM,MM,MM,MM
2019 04 12 08 24,70,4.6,6.7,MM,MM,MM,MM,1021,23.1,25.8,MM,MM,MM,MM
2019 04 12 08 30,80,5.1,7.2,MM,MM,MM,MM,1020.9,23.1,25.8,MM,MM,MM,MM
2019 04 12 08 36,80,5.7,7.7,MM,MM,MM,MM,1020.8,23.2,25.8,MM,MM,MM,MM
2019 04 12 08 42,80,3.6,7.2,MM,MM,MM,MM,1020.7,23.5,25.8,MM,MM,MM,MM
2019 04 12 08 48,70,4.1,7.2,MM,MM,MM,MM,1020.6,23.3,25.8,MM,MM,MM,MM
2019 04 12 08 54,80,4.1,6.7,MM,MM,MM,MM,1020.5,23.3,25.8,MM,MM,MM,MM
2019 04 12 09 00,80,5.7,6.7,MM,MM,MM,MM,1020.5,23.4,25.8,MM,MM,0.4,MM
2019 04 12 09 06,70,5.7,8.8,MM,MM,MM,MM,1020.6,23.6,25.8,MM,MM,MM,MM
2019 04 12 09 12,70,6.2,7.7,MM,MM,MM,MM,1020.5,23.4,25.8,MM,MM,MM,MM
2019 04 12 09 18,70,7.2,8.8,MM,MM,MM,MM,1020.5,23.5,25.8,MM,MM,MM,MM
2019 04 12 09 24,70,5.1,8.2,MM,MM,MM,MM,1020.3,23.4,25.8,MM,MM,MM,MM
2019 04 12 09 30,80,4.1,6.7,MM,MM,MM,MM,1020.4,23.5,25.8,MM,MM,MM,MM
2019 04 12 09 36,80,6.2,7.2,MM,MM,MM,MM,1020.5,23.6,25.8,MM,MM,MM,MM
2019 04 12 09 42,70,5.7,6.7,MM,MM,MM,MM,1020.5,23.3,25.8,MM,MM,MM,MM
2019 04 12 09 48,80,5.7,8.2,MM,MM,MM,MM,1020.4,23.4,25.8,MM,MM,MM,MM
2019 04 12 09 54,80,6.7,8.8,MM,MM,MM,MM,1020.3,23.6,25.7,MM,MM,MM,MM
2019 04 12 10 00,80,7.7,9.8,MM,MM,MM,MM,1020.3,23.5,25.7,MM,MM,-0.4,MM
2019 04 12 10 06,80,7.2,9.3,MM,MM,MM,MM,1020.2,23.6,25.7,MM,MM,MM,MM
2019 04 12 10 12,90,3.6,8.2,MM,MM,MM,MM,1020.2,23.3,25.7,MM,MM,MM,MM
2019 04 12 10 18,90,3.1,5.7,MM,MM,MM,MM,1020.1,23.4,25.7,MM,MM,MM,MM
2019 04 12 10 24,80,5.7,8.8,MM,MM,MM,MM,1020,23.4,25.7,MM,MM,MM,MM
2019 04 12 10 30,90,4.6,9.3,MM,MM,MM,MM,1019.9,23.5,25.7,MM,MM,MM,MM
2019 04 12 10 36,80,5.7,7.2,MM,MM,MM,MM,1019.8,23.5,25.7,MM,MM,MM,MM
2019 04 12 10 42,80,6.2,7.7,MM,MM,MM,MM,1019.8,23.4,25.7,MM,MM,MM,MM
2019 04 12 10 48,80,6.7,8.8,MM,MM,MM,MM,1019.7,23.6,25.7,MM,MM,MM,MM
2019 04 12 10 54,80,6.2,9.3,MM,MM,MM,MM,1019.7,23.6,25.7,MM,MM,MM,MM
2019 04 12 11 00,80,5.7,8.8,MM,MM,MM,MM,1019.6,23.6,25.7,MM,MM,-1,MM
2019 04 12 11 06,80,6.7,7.7,MM,MM,MM,MM,1019.6,23.5,25.7,MM,MM,MM,MM
2019 04 12 11 12,70,6.2,7.7,MM,MM,MM,MM,1019.5,23.6,25.7,MM,MM,MM,MM
2019 04 12 11 18,80,5.1,8.2,MM,MM,MM,MM,1019.5,23.4,25.7,MM,MM,MM,MM
2019 04 12 11 24,90,3.6,7.2,MM,MM,MM,MM,1019.3,23.4,25.7,MM,MM,MM,MM
2019 04 12 11 30,80,4.6,8.2,MM,MM,MM,MM,1019,23.4,25.7,MM,MM,MM,MM
2019 04 12 11 36,90,3.6,5.7,MM,MM,MM,MM,1019.1,23.3,25.7,MM,MM,MM,MM
2019 04 12 11 42,80,3.1,5.7,MM,MM,MM,MM,1018.9,23.4,25.7,MM,MM,MM,MM
2019 04 12 11 48,70,4.1,5.1,MM,MM,MM,MM,1019,23.4,25.7,MM,MM,MM,MM
2019 04 12 11 54,70,4.1,5.1,MM,MM,MM,MM,1019.1,23.4,25.7,MM,MM,MM,MM
2019 04 12 12 00,80,4.1,6.7,MM,MM,MM,MM,1019,23.3,25.7,MM,MM,-1.5,MM
2019 04 12 12 06,80,4.1,6.7,MM,MM,MM,MM,1019,23.3,25.7,MM,MM,MM,MM
2019 04 12 12 12,70,4.1,6.7,MM,MM,MM,MM,1019,23.3,25.6,MM,MM,MM,MM
2019 04 12 12 18,80,4.1,7.7,MM,MM,MM,MM,1018.9,23.4,25.6,MM,MM,MM,MM
2019 04 12 12 24,80,5.1,6.2,MM,MM,MM,MM,1018.9,23.2,25.6,MM,MM,MM,MM
2019 04 12 12 30,80,3.6,6.2,MM,MM,MM,MM,1018.9,23.2,25.6,MM,MM,MM,MM
2019 04 12 12 36,90,3.6,5.7,MM,MM,MM,MM,1018.9,23.2,25.6,MM,MM,MM,MM
2019 04 12 12 42,80,3.6,6.7,MM,MM,MM,MM,1018.9,23.3,25.6,MM,MM,MM,MM
2019 04 12 12 48,90,3.1,5.1,MM,MM,MM,MM,1018.9,23.2,25.6,MM,MM,MM,MM
2019 04 12 12 54,80,3.1,6.7,MM,MM,MM,MM,1018.9,23.2,25.6,MM,MM,MM,MM
2019 04 12 13 00,80,4.1,6.2,MM,MM,MM,MM,1018.9,23.5,25.6,MM,MM,-1.4,MM
2019 04 12 13 06,80,3.1,5.7,MM,MM,MM,MM,1018.8,23.5,25.6,MM,MM,MM,MM
2019 04 12 13 12,80,2.6,4.6,MM,MM,MM,MM,1018.7,23.5,25.6,MM,MM,MM,MM
2019 04 12 13 18,70,3.6,5.1,MM,MM,MM,MM,1018.6,23.5,25.6,MM,MM,MM,MM
2019 04 12 13 24,80,3.6,5.1,MM,MM,MM,MM,1018.6,23.3,25.6,MM,MM,MM,MM
2019 04 12 13 30,90,3.1,4.6,MM,MM,MM,MM,1018.6,23.4,25.6,MM,MM,MM,MM
2019 04 12 13 36,90,2.6,5.7,MM,MM,MM,MM,1018.5,23.4,25.6,MM,MM,MM,MM
2019 04 12 13 42,80,4.6,6.7,MM,MM,MM,MM,1018.6,23.3,25.6,MM,MM,MM,MM
2019 04 12 13 48,80,3.1,5.7,MM,MM,MM,MM,1018.5,23.3,25.6,MM,MM,MM,MM
2019 04 12 13 54,80,5.1,6.2,MM,MM,MM,MM,1018.5,23.6,25.6,MM,MM,MM,MM
2019 04 12 14 00,70,5.1,7.2,MM,MM,MM,MM,1018.5,23.6,25.6,MM,MM,-1.1,MM
2019 04 12 14 06,80,5.1,8.8,MM,MM,MM,MM,1018.5,23.7,25.6,MM,MM,MM,MM
2019 04 12 14 12,80,3.6,6.2,MM,MM,MM,MM,1018.5,23.5,25.6,MM,MM,MM,MM
2019 04 12 14 18,80,7.7,9.8,MM,MM,MM,MM,1018.4,23.7,25.6,MM,MM,MM,MM
2019 04 12 14 24,90,4.1,9.3,MM,MM,MM,MM,1018.4,23.7,25.6,MM,MM,MM,MM
2019 04 12 14 30,80,7.2,9.3,MM,MM,MM,MM,1018.4,23.8,25.6,MM,MM,MM,MM
2019 04 12 14 36,80,6.7,9.3,MM,MM,MM,MM,1018.5,23.7,25.6,MM,MM,MM,MM
2019 04 12 14 42,80,5.7,8.2,MM,MM,MM,MM,1018.5,23.8,25.6,MM,MM,MM,MM
2019 04 12 14 48,80,4.6,8.2,MM,MM,MM,MM,1018.6,23.6,25.6,MM,MM,MM,MM
2019 04 12 14 54,90,4.6,9.3,MM,MM,MM,MM,1018.7,23.9,25.6,MM,MM,MM,MM
2019 04 12 15 00,70,6.2,9.3,MM,MM,MM,MM,1018.8,23.8,25.6,MM,MM,0,MM
2019 04 12 15 06,70,6.2,8.2,MM,MM,MM,MM,1018.9,23.7,25.5,MM,MM,MM,MM
2019 04 12 15 12,60,7.2,9.8,MM,MM,MM,MM,1018.9,23.6,25.5,MM,MM,MM,MM
2019 04 12 15 18,60,6.7,8.2,MM,MM,MM,MM,1019,23.5,25.5,MM,MM,MM,MM
2019 04 12 15 24,70,6.7,8.8,MM,MM,MM,MM,1019.1,23.5,25.5,MM,MM,MM,MM
2019 04 12 15 30,70,7.7,8.8,MM,MM,MM,MM,1019.1,23.4,25.5,MM,MM,MM,MM
2019 04 12 15 36,60,7.7,9.8,MM,MM,MM,MM,1019.2,23.5,25.5,MM,MM,MM,MM
2019 04 12 15 42,70,7.2,9.8,MM,MM,MM,MM,1019.3,23.7,25.5,MM,MM,MM,MM
2019 04 12 15 48,70,6.7,9.8,MM,MM,MM,MM,1019.4,23.7,25.5,MM,MM,MM,MM
2019 04 12 15 54,70,6.7,8.8,MM,MM,MM,MM,1019.4,23.6,25.5,MM,MM,MM,MM
2019 04 12 16 00,60,6.7,9.3,MM,MM,MM,MM,1019.5,23.6,25.5,MM,MM,0.6,MM
2019 04 12 16 06,70,6.2,8.8,MM,MM,MM,MM,1019.6,23.6,25.5,MM,MM,MM,MM
2019 04 12 16 12,70,6.7,8.8,MM,MM,MM,MM,1019.7,23.6,25.5,MM,MM,MM,MM
2019 04 12 16 18,70,7.2,8.8,MM,MM,MM,MM,1019.7,23.7,25.5,MM,MM,MM,MM
2019 04 12 16 24,70,7.7,8.8,MM,MM,MM,MM,1019.8,23.7,25.5,MM,MM,MM,MM
2019 04 12 16 30,70,6.7,8.2,MM,MM,MM,MM,1019.9,23.8,25.5,MM,MM,MM,MM
2019 04 12 16 36,70,5.7,7.7,MM,MM,MM,MM,1019.9,23.7,25.5,MM,MM,MM,MM
2019 04 12 16 42,70,7.2,8.2,MM,MM,MM,MM,1019.9,23.8,25.5,MM,MM,MM,MM
2019 04 12 16 48,70,7.7,9.8,MM,MM,MM,MM,1020,23.7,25.5,MM,MM,MM,MM
2019 04 12 16 54,70,7.7,9.8,MM,MM,MM,MM,1020.1,23.9,25.5,MM,MM,MM,MM
2019 04 12 17 00,70,8.8 1,0.3,MM,MM,MM,MM,1020.1,23.8,25.5,MM,MM,1.6,MM
2019 04 12 17 06,80,7.7 1,0.3,MM,MM,MM,MM,1020.1,23.8,25.5,MM,MM,MM,MM
2019 04 12 17 12,70,6.7,8.8,MM,MM,MM,MM,1020.3,23.8,25.5,MM,MM,MM,MM
2019 04 12 17 18,70,6.2,7.7,MM,MM,MM,MM,1020.3,23.8,25.5,MM,MM,MM,MM
2019 04 12 17 24,70,7.2,9.3,MM,MM,MM,MM,1020.3,24,25.5,MM,MM,MM,MM
2019 04 12 17 30,70,7.7,9.8,MM,MM,MM,MM,1020.4,24.1,25.4,MM,MM,MM,MM
2019 04 12 17 36,70,7.2 1,0.3,MM,MM,MM,MM,1020.4,24.2,25.4,MM,MM,MM,MM
2019 04 12 17 42,70,7.7 1,0.8,MM,MM,MM,MM,1020.5,24.3,25.4,MM,MM,MM,MM
2019 04 12 17 48,80,6.7,9.8,MM,MM,MM,MM,1020.6,24.4,25.4,MM,MM,MM,MM
2019 04 12 17 54,80,6.2,9.3,MM,MM,MM,MM,1020.6,24.4,25.4,MM,MM,MM,MM
2019 04 12 18 00,70,8.8 1,0.3,MM,MM,MM,MM,1020.6,24.4,25.4,MM,MM,1.8,MM
2019 04 12 18 06,80,7.7 1,0.3,MM,MM,MM,MM,1020.7,24.2,25.4,MM,MM,MM,MM
2019 04 12 18 12,60,6.7,9.3,MM,MM,MM,MM,1020.7,24.3,25.4,MM,MM,MM,MM
2019 04 12 18 18,70,8.2 1,0.8,MM,MM,MM,MM,1020.7,24.2,25.4,MM,MM,MM,MM
2019 04 12 18 24,80,7.7 1,0.8,MM,MM,MM,MM,1020.8,24.3,25.4,MM,MM,MM,MM
2019 04 12 18 30,80,6.7,9.3,MM,MM,MM,MM,1020.8,24.5,25.4,MM,MM,MM,MM
2019 04 12 18 36,70,7.2 1,0.3,MM,MM,MM,MM,1020.8,24.4,25.4,MM,MM,MM,MM
2019 04 12 18 42,70,8.8 1,0.3,MM,MM,MM,MM,1020.8,24.5,25.4,MM,MM,MM,MM
2019 04 12 18 48,70,7.2,9.3,MM,MM,MM,MM,1020.8,24.4,25.4,MM,MM,MM,MM
2019 04 12 18 54,60,7.2 1,0.3,MM,MM,MM,MM,1020.8,24.5,25.4,MM,MM,MM,MM
2019 04 12 19 00,60,8.2,9.3,MM,MM,MM,MM,1020.8,24.4,25.4,MM,MM,1.3,MM
2019 04 12 19 06,70,7.2,9.8,MM,MM,MM,MM,1020.8,24.3,25.4,MM,MM,MM,MM
2019 04 12 19 12,70,7.2,9.3,MM,MM,MM,MM,1020.7,24.6,25.4,MM,MM,MM,MM
2019 04 12 19 18,60,7.7,9.8,MM,MM,MM,MM,1020.8,24.4,25.4,MM,MM,MM,MM
2019 04 12 19 24,70,7.2,9.8,MM,MM,MM,MM,1020.8,24.5,25.4,MM,MM,MM,MM
2019 04 12 19 30,70,8.2 1,0.3,MM,MM,MM,MM,1020.8,24.3,25.4,MM,MM,MM,MM
2019 04 12 19 36,70,7.7,9.3,MM,MM,MM,MM,1020.8,24.4,25.4,MM,MM,MM,MM
2019 04 12 19 42,70,9.3 1,1.3,MM,MM,MM,MM,1020.8,24.3,25.4,MM,MM,MM,MM
2019 04 12 19 48,70,7.7 1,0.8,MM,MM,MM,MM,1020.8,24.5,25.4,MM,MM,MM,MM
2019 04 12 19 54,70,9.3 1,0.8,MM,MM,MM,MM,1020.8,24.6,25.4,MM,MM,MM,MM
2019 04 12 20 00,60,8.8,9.8,MM,MM,MM,MM,1020.8,24.4,25.4,MM,MM,0.7,MM
2019 04 12 20 06,70,7.7 1,0.8,MM,MM,MM,MM,1020.8,24.6,25.4,MM,MM,MM,MM
2019 04 12 20 12,70,8.8 1,0.3,MM,MM,MM,MM,1020.8,24.4,25.5,MM,MM,MM,MM
2019 04 12 20 18,70,7.2 1,0.8,MM,MM,MM,MM,1020.8,24.6,25.5,MM,MM,MM,MM
2019 04 12 20 24,70,8.2 1,0.3,MM,MM,MM,MM,1020.8,24.4,25.5,MM,MM,MM,MM
2019 04 12 20 30,70,7.7 1,0.8,MM,MM,MM,MM,1020.9,24.6,25.5,MM,MM,MM,MM
2019 04 12 20 36,70,7.7 1,0.3,MM,MM,MM,MM,1020.8,24.5,25.5,MM,MM,MM,MM
2019 04 12 20 42,70,8.2 1,0.3,MM,MM,MM,MM,1020.8,24.5,25.5,MM,MM,MM,MM
2019 04 12 20 48,70,7.2,8.8,MM,MM,MM,MM,1020.8,24.5,25.6,MM,MM,MM,MM
2019 04 12 20 54,80,7.7,9.8,MM,MM,MM,MM,1020.7,24.4,25.6,MM,MM,MM,MM
2019 04 12 21 00,70,8.2 1,0.8,MM,MM,MM,MM,1020.7,24.5,25.6,MM,MM,0,MM
2019 04 12 21 06,70,7.7 1,0.8,MM,MM,MM,MM,1020.7,24.4,25.6,MM,MM,MM,MM
2019 04 12 21 12,60,8.2 1,0.8,MM,MM,MM,MM,1020.7,24.4,25.6,MM,MM,MM,MM
2019 04 12 21 18,70,9.3 1,1.8,MM,MM,MM,MM,1020.6,24.4,25.6,MM,MM,MM,MM
2019 04 12 21 24,80,8.2 1,0.3,MM,MM,MM,MM,1020.6,24.2,25.7,MM,MM,MM,MM
2019 04 12 21 30,70,8.8 1,0.8,MM,MM,MM,MM,1020.5,24.7,25.7,MM,MM,MM,MM
2019 04 12 21 36,70,7.7 1,1.3,MM,MM,MM,MM,1020.5,24.5,25.7,MM,MM,MM,MM
2019 04 12 21 42,70,8.2 1,0.8,MM,MM,MM,MM,1020.5,24.7,25.7,MM,MM,MM,MM
2019 04 12 21 48,60,8.2 1,0.3,MM,MM,MM,MM,1020.4,24.5,25.7,MM,MM,MM,MM
2019 04 12 21 54,70,7.2 1,0.3,MM,MM,MM,MM,1020.3,24.7,25.7,MM,MM,MM,MM
2019 04 12 22 00,60,7.7 1,1.8,MM,MM,MM,MM,1020.3,24.8,25.7,MM,MM,-0.5,MM
2019 04 12 22 06,80,7.2 1,0.8,MM,MM,MM,MM,1020.3,24.7,25.7,MM,MM,MM,MM
2019 04 12 22 12,60,6.7,9.8,MM,MM,MM,MM,1020.3,24.8,25.7,MM,MM,MM,MM
2019 04 12 22 18,80,7.2 1,0.3,MM,MM,MM,MM,1020.3,24.6,25.8,MM,MM,MM,MM
2019 04 12 22 24,70,7.2,9.8,MM,MM,MM,MM,1020.2,24.7,25.8,MM,MM,MM,MM
2019 04 12 22 30,70,6.7,9.8,MM,MM,MM,MM,1020.1,24.7,25.8,MM,MM,MM,MM
2019 04 12 22 36,60,9.3 1,1.3,MM,MM,MM,MM,1020,24.6,25.8,MM,MM,MM,MM
2019 04 12 22 42,70,8.8 1,0.8,MM,MM,MM,MM,1019.9,24.6,25.8,MM,MM,MM,MM
2019 04 12 22 48,70,7.2,9.8,MM,MM,MM,MM,1019.8,24.7,25.8,MM,MM,MM,MM
2019 04 12 22 54,70,8.2 1,0.8,MM,MM,MM,MM,1019.7,24.7,25.8,MM,MM,MM,MM
2019 04 12 23 00,50,9.3 1,1.3,MM,MM,MM,MM,1019.6,24.7,25.8,MM,MM,-1.2,MM
2019 04 12 23 06,60,8.8 1,0.8,MM,MM,MM,MM,1019.4,24.9,25.8,MM,MM,MM,MM
2019 04 12 23 12,70,8.8 1,1.3,MM,MM,MM,MM,1019.4,25,25.8,MM,MM,MM,MM
2019 04 12 23 18,60,8.8 1,1.3,MM,MM,MM,MM,1019.3,24.9,25.9,MM,MM,MM,MM
2019 04 12 23 24,70,8.8 1,0.8,MM,MM,MM,MM,1019.2,24.7,25.9,MM,MM,MM,MM
2019 04 12 23 30,50,7.7 1,0.8,MM,MM,MM,MM,1019.2,24.9,25.9,MM,MM,MM,MM
2019 04 12 23 36,60,8.2 1,1.8,MM,MM,MM,MM,1019.1,24.9,25.9,MM,MM,MM,MM
2019 04 12 23 42,70,7.7 1,0.8,MM,MM,MM,MM,1019,25,25.9,MM,MM,MM,MM
